commit_id,OSV-2023-1205,OSV-2023-1206,OSV-2023-1207,OSV-2023-1208,OSV-2023-1294,OSV-2023-1305,OSV-2023-1311,OSV-2023-1312,OSV-2023-1313,OSV-2023-1322,OSV-2023-342,OSV-2023-68,OSV-2023-75,OSV-2023-840,OSV-2023-95,OSV-2023-97,OSV-2024-637,OSV-2024-638,OSV-2025-534,OSV-2025-584,OSV-2025-589
0ab5c42d2721a0ef966308fe5b1dc2d906650d74,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0
b5a861581ec1e47f11abb39ce3f9b49bb4c29082,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0
ea694873e05631415ba7047159775a81ad4c1306,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|1,0|0,0|0,0|0,0.5|1,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0
812165111060f8f293aed92263ea1451de5766fc,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0
cc17cb758a1b87a0acbe6b3bd63c137e728fade0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|1,0.5|1,0.5|1,0.5|1,0|1,0|0,0|0,0|0,0.5|1,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0
ed96638db09ef9008587903626adf98b1a07cc4d,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|1,0.5|1,0.5|1,0.5|1,0|1,0|0,0|0,0|0,0.5|1,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0
196f0dbaec7e03ed0ea9c818d7662373cb3ede8d,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0
51268b3a71741d6f71ca6b9b980b548b49a20679,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|1,0|0,0|0,0|0,0.5|1,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0
972c0aa711cadabb686fa75f95559cfd2c4ad316,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0
0e723489615b8f81d9d5a7f823969eb91787d636,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0
37beb9729249a1cde472545e2a19d80660e40edc,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0
82f4e69094b7d6e4200d14ba64ac9937f337710d,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0|0,0|0
e49a9150a3b1cfc3fb9097ca02dd042e35226129,0.5|1,0.5|1,0|0,0.5|0,0.5|1,0.5|1,0.5|1,0|1,0.5|1,0.5|1,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|1,0|0,0|1,0|0,0|0
df740b5ebcccb9b46bed8c4f6f8e9b04b3e4441c,0.5|1,0|1,0|0,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|1,0|0,0.5|1,0|0,0|0
a8a8a80c5fb02befe37bfd92d3089d62612c8f2e,0.5|1,0|1,0|0,0|0,0.5|1,0|1,0.5|1,0.5|1,0.5|1,0|1,0|0,0|0,0|0,0|0,0|0,0|0,0|1,0|0,0.5|1,0|0,0|0
3cc9ff94db44f8739905d8ea9bff1723c19c2745,0.5|1,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|1,0|0,0.5|1,0|0,0|0
63b8be0524cbbbafe9f0a0d527ee5d23ab2d8724,0.5|1,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|1,0|0,0.5|1,0|0,0|0
0d29250b990430ca0d7346459c11ca053380bbb5,0.5|1,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|1,0|0,0|0,0|0,0|0,0|0,0|0,0|1,0|0,0.5|1,0|0,0|0
28727baf58aa7c8983769aff1ceecb3121a26ee6,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0|0
a20a5df162992908b166644f4d5b7dad96b4cdfd,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0|0
f0214b163b8ba105fa54ebe947ec36fbaeb621ee,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0|0
5ff80617fa99c7d61b4e058f0c65431bec55cd7d,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0|0
1c9bd7e20aa13a50f7b9554c00840b16ab081c29,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0|0
828cdb77ba434eb11ce19f7f0d4482e744b27064,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0|0
72315c11ac595a73d3b629cc36647327156d5875,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0|0
b0117e32b9555e7069c2aef571d921bff22f502f,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0
3899610fa89b7a6286829d33d4f6534eda603d81,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0
bc0de219077b26d86b608d7bdb0e206191aed7ad,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0
42068b0f6cfdf8e2d4a597bf959e3f404f429aef,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0
045d0c9156f7f166aba2b38f9af841629a70b286,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0
266cda3c3b6079c2cfb2f1972d64710f08ff8273,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0
1a896d45d57d72719864d080f383b06744baec9e,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0
7d6f8576e0df961e960fdf2ab9f5212b9bb6725d,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0
f6a923b7651fa0157185e4e8d9fa4a477047a8b0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0
ba74b083b43228c5472dfd7f01580204513ad8df,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0
3916f3eea4a89090d017aa04981022e1cb49f207,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0
bf478481749584cb6535be4bf3b8f351987b7e49,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0
ee0c417a64b6fae5684d7e353ac497630d93c251,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0
cdbee17b6e88cc9b1b2ae3a7565cefd1c0c8f103,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0
f17635d2eb789668b7b5aadf2efa588cce2920cb,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0
262b845c31d26436a85000c2b22611caf3094f06,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0
5e9c764903c6ae3c14aa3a71dd06402f0be6077f,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0
bbe50c922a233621f2c5e87283153a2d6e495b9c,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0
70530453cc5504ed2d0e34741ae938d697eb7005,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0
c2714ee61c7569de2ce39e7615fd8675f4945eef,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0
f308c61af0807fa3a3f6b7a6963b5556d0c4c1ce,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0
2f6371b3b8d69ee596fa44c48ca522db27f6f22f,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1
b34ac3d492b0a46691a5949c19f30fd844c37396,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0
6f5a49da5db207a149a3f0cc43fd850502017012,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0
