commit id,OSV-2021-493,OSV-2021-495,OSV-2021-535,OSV-2021-543,OSV-2021-577,OSV-2021-620,OSV-2021-771,OSV-2021-814,OSV-2022-1180,OSV-2022-1211,OSV-2022-1251,OSV-2022-1252,OSV-2022-128,OSV-2022-129,OSV-2022-363,OSV-2022-377,OSV-2022-387,OSV-2022-398,OSV-2022-403,OSV-2022-654,OSV-2022-656,OSV-2022-657,OSV-2022-664,OSV-2023-1048,OSV-2023-1051,OSV-2023-1063,OSV-2023-1099,OSV-2023-1101,OSV-2023-1104,OSV-2023-1110,OSV-2023-1122,OSV-2023-1149,OSV-2023-1186,OSV-2023-135,OSV-2023-269,OSV-2023-270,OSV-2023-271,OSV-2023-284,OSV-2023-314,OSV-2023-316,OSV-2023-397,OSV-2023-412,OSV-2023-415,OSV-2023-416,OSV-2023-42,OSV-2023-440,OSV-2023-452,OSV-2023-455,OSV-2023-46,OSV-2023-634,OSV-2023-717,OSV-2023-748,OSV-2023-758,OSV-2023-777,OSV-2023-811,OSV-2023-850,OSV-2023-855,OSV-2023-874,OSV-2023-894,OSV-2023-965,OSV-2023-997,OSV-2024-123,OSV-2024-1375,OSV-2024-38,OSV-2024-384,OSV-2024-42,OSV-2025-165,OSV-2025-324,poc count
eaed9ba7984a859d5518fbf129a482f5d407ed8f,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0.5|1,0|0,0|0,0|0,2
59ee81ac0c7d7f66f45b791ce2f6f7f0f052d09b,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0.5|1,0|0,0|0,0|0,2
7657ea2bb1bf53a61f4fb5bbca628ad6fe9a4d3a,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0|0,0|0,6
72be518a25ba23b771750607c36613a924bef32d,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0|0,0|0,6
e649e4fec02bd0a4c4065a3f64a524adf1640e16,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0|0,0|0,6
7fd40e4ae528553e85fe49660f15136925a0630c,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0|0,0|0,6
744fef3837ef316b7552a3b2ce8727838eaf259e,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0|0,0|0,6
76a574c2b7ecaab13a5ad7c9a9ba82074a5614fe,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0|0,0|0,7
1e551ba7b0c431aa34c3639a92f10e03e9fbbc82,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0|0,0|0,7
8daeba2018b8c2d24ffb15977ed637b8ec515380,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0|0,0|0,8
c49226b166c7e740a2966aa3002cf6a9e032fb7e,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0|0,0|0,8
e8ecfdeae762a6e2a9a3af0d36738d1fbc333f19,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0|0,0|0,8
79e7dabc737bef56e6eec2a919290c6581f8b829,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0|0,0|0,8
774894c13e511318215a888eb483d76282a18ed1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0|0,0|0,8
2df7a4f590c2ef170576a8c3a985a56e8282307d,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0.5|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0.5|1,0|0,0.5|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0|0,0|0,11
8b6d49a19269320fbe91922fc51e4cda84105c28,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0.5|1,0|0,0.5|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0|0,0|0,12
8c06840f1668cb30686dd3707a15a466d293cef0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0.5|1,0|0,0.5|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0|0,0|0,12
636e2886a9e918f79243912608fbdcdafacc784c,0.5|0,0.5|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|0,0|0,0|0,0|0,0.5|0,0.5|0,0.5|0,0.5|1,0.5|0,0.5|0,0.5|0,0.5|1,0|0,0.5|0,0.5|0,0|0,0.5|0,0.5|1,0.5|1,0.5|0,0.5|1,0|1,0.5|0,0.5|1,0.5|0,0|0,0.5|0,0.5|1,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0|0,time out,17
17eea00d192455dd4248b206caacaf311356cc20,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|0,0.5|0,0.5|0,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0.5|1,1|1,0.5|0,0.5|1,0.5|1,0|0,0.5|1,0.5|0,0|0,0|0,0.5|1,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0|0,0|0,22
2ed11a3076459c67e949e352b7abacde66fa4365,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|0,0.5|0,0.5|0,0.5|1,0|0,0.5|1,0|0,0|0,0.5|1,0.5|1,1|1,0|0,0.5|1,0.5|1,0|0,0.5|1,0.5|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0|0,0|0,26
a67ea97d93998f35d6494c96118c60c5f1aee4e9,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|0,0.5|0,0.5|0,0.5|1,0|0,0.5|1,0|0,0|0,0.5|1,0.5|1,1|1,0|0,0.5|1,0.5|1,0|0,0.5|1,0.5|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0|0,0|0,27
592696a109efeaddd47495da3b4283f1dde9e053,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|0,0.5|0,0.5|0,0.5|1,0|0,0.5|1,0|0,0|0,0.5|1,0.5|1,1|1,0|0,0.5|1,0.5|1,0|0,0.5|1,0.5|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0|0,0|0,27
1667b16caa1d7c3f584ce067b90ddc84b6bf8424,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|0,0.5|0,0.5|0,0.5|1,0|0,0.5|1,0|0,0|0,0.5|1,0.5|1,1|1,0|0,0.5|1,0.5|1,0|0,0.5|1,0.5|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0|0,0|0,24
b4bf31ac73570ac19a6ca9f753bdf979c5f625f7,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|0,0.5|0,0.5|0,0.5|1,0|0,0.5|1,0|0,0|0,0.5|1,0.5|1,1|1,0|0,0.5|1,0.5|1,0|0,0.5|1,0.5|0,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0.5|1,0|0,0.5|1,0|0,0|0,24
76baf858da4cdc14bb4f0d8c994f0aa859232cae,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|0,0.5|0,0.5|0,0.5|1,0|0,0.5|1,0|0,0|0,0.5|1,0.5|1,1|1,0|0,0.5|1,0.5|1,0|0,0.5|1,0.5|0,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0.5|1,0|0,0.5|1,0|0,0|0,24
336fa39444631a5eb27fcf9311ff08098a45aa24,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|0,0.5|0,0.5|0,0.5|1,0|0,0.5|1,0|0,0|0,0.5|1,0.5|1,1|1,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|0,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0|0,23
36590dabf9ada4f15e5b9f86e206632c376d2b16,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|0,0.5|0,0.5|0,0.5|1,0|0,0.5|1,0|0,0|0,0.5|1,0.5|1,1|1,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|0,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0|0,23
8c36b98d4308bc28a1fed434faef6e51d75ca566,0|0,0.5|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0.5|0,0.5|0,0|0,0|0,0.5|0,0|0,0|0,0.5|0,0.5|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0.5|1,0|0,0.5|1,0|0,0.5|1,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|0,0.5|0,0.5|0,0.5|1,0.5|1,0.5|1,0|0,0|0,0.5|1,0.5|1,1|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,1|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0|0,25
a3d7ff87941a229484be88f78f75758f9b5a36d9,0|0,0.5|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0.5|0,0.5|0,0|0,0|0,0.5|0,0|0,0|0,0.5|0,0.5|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0.5|1,0|0,0.5|1,0|0,0.5|1,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|0,0.5|0,0.5|0,0.5|1,0.5|1,0.5|1,0|0,0|0,0.5|1,0.5|1,1|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,1|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0|0,25
231beea9d97122f3ce0c49b5de2103af75e4c713,0|0,0.5|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0.5|0,0.5|0,0|0,0|0,0.5|0,0|0,0|0,0.5|0,0.5|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0.5|1,0|0,0.5|0,0|0,0.5|1,0.5|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0.5|1,0.5|0,0.5|0,0.5|0,0.5|1,0.5|1,0.5|1,0|0,0|0,0.5|1,0.5|1,1|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,1|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0|0,24
e4f17edb03f4789120d975036e17596295a32566,0|0,0.5|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0.5|0,0.5|0,0|0,0|0,0.5|0,0|0,0|0,0.5|0,0.5|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0.5|1,0|0,0.5|0,0|0,0.5|1,0.5|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0.5|1,0.5|0,0.5|0,0.5|0,0.5|1,0.5|1,0.5|1,0|0,0|0,0.5|1,0.5|1,1|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,1|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0|0,24
7efc5fabdd0060503149a724571fad0df423b509,0|0,0.5|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0.5|0,0.5|0,0|0,0|0,0.5|0,0|0,0|0,0.5|0,0.5|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0.5|1,0|0,0.5|0,0|0,0.5|1,0.5|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0.5|1,0.5|0,0.5|0,0.5|0,0.5|1,0.5|1,0.5|1,0|0,0|0,0.5|1,0.5|1,1|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,1|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0|0,24
bac38880b6bf539eabf69923d0a284ca604ede6a,0|0,0.5|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0.5|0,0.5|0,0|0,0|0,0.5|0,0|0,0|0,0.5|0,0.5|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0.5|1,0|0,0.5|0,0|0,0.5|1,0.5|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0.5|1,0.5|0,0.5|0,0.5|0,0.5|1,0.5|1,0.5|1,0|0,0|0,0.5|1,0.5|1,1|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,1|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0|0,24
f4a60934281f5d86f412c7af55ed08d035789b02,0|0,0.5|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0.5|0,0.5|0,0|0,0|0,0.5|0,0|0,0|0,0.5|0,0.5|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0.5|1,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|0,0.5|0,0.5|0,0.5|1,0.5|1,0.5|1,0|0,0|0,0.5|1,0.5|1,0|0,0.5|1,0.5|1,0|0,0.5|1,0.5|1,1|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0|0,22
4ac724c1f132e2c9b0d958d214a32bf14a99c26b,0|0,0.5|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0.5|0,0.5|0,0|0,0|0,0.5|0,0|0,0|0,0.5|0,0.5|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0.5|1,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|0,0.5|0,0.5|0,0.5|1,0.5|1,0.5|1,0|0,0|0,0.5|1,0.5|1,0|0,0.5|1,0.5|1,0|0,0.5|1,0.5|1,1|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0|0,22
7e8b2e23437b16b76b6474bbd6d76a73cabc3671,0|0,0.5|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0.5|0,0.5|0,0|0,0|0,0.5|0,0|0,0|0,0.5|0,0.5|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0.5|1,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|0,0.5|0,0.5|0,0.5|1,0.5|1,0.5|1,0|0,0|0,0.5|1,0|0,0|0,0.5|1,0.5|1,0|0,0.5|1,0.5|1,0.5|0,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0|0,20
36b51b75b4d55f975c22e9444fdcd56330cda92b,0|0,0.5|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0.5|0,0.5|0,0|0,0|0,0.5|0,0|0,0|0,0.5|0,0.5|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0.5|1,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|0,0.5|0,0.5|0,0.5|1,0.5|1,0.5|1,0|0,0|0,0.5|1,0|0,0|0,0.5|1,0|0,0|0,0.5|1,0.5|1,0.5|0,0.5|1,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0|0,18
22816ff71127af10a779f20e54de40948a0cd6e7,0|0,0.5|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0.5|0,0.5|0,0|0,0|0,0.5|0,0|0,0|0,0.5|0,0.5|0,0|0,0|0,0|0,0.5|1,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0.5|1,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|0,0.5|0,0.5|0,0.5|1,0.5|1,0.5|1,0|0,0|0,0.5|1,0|0,0|0,0.5|1,0|0,0|0,0.5|1,0.5|1,0.5|0,0.5|1,0.5|1,0|0,0.5|1,0|0,0|0,0|0,0.5|1,0|0,0|0,18
