commit id,OSV-2023-1160,OSV-2023-1214,OSV-2023-1352,OSV-2023-1360,OSV-2023-1375,OSV-2023-1381,OSV-2023-423,OSV-2023-425,OSV-2023-462,OSV-2023-480,OSV-2023-507,OSV-2023-688,OSV-2023-697,OSV-2023-710,OSV-2023-726,OSV-2023-741,OSV-2023-761,OSV-2023-976,OSV-2025-84,OSV-2025-88,poc count
5a9304f0f563f154d0b553c6a91366f81100b75f,0.5|1,0.5|1,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|1,0.5|1,0.5|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|0,0.5|0,10
9ed697d69ad3c233802c6249b6bf13f8ddc9e267,0.5|1,0.5|1,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|1,0.5|1,0.5|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|0,0.5|0,10
e5bc59bf6689f37bec21dc1567d1a1ceb67d4cab,0.5|1,0.5|1,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|1,0.5|1,0.5|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|0,0.5|0,10
1a5bb4ae5daff72469ad80dce07bb8067721d9d1,0.5|1,0.5|1,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|1,0.5|1,0.5|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|0,0.5|0,10
3d25958e8d0192efdd0114a188b9f3d46a32f396,0.5|1,0.5|1,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|1,0.5|1,0.5|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|0,0.5|0,10
ce442bad3e1f70b4384f9da4bb0d742efe6dde2d,0.5|1,0.5|1,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|1,0.5|1,0.5|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|0,0.5|0,10
9282581f3f974938dfff91e6dcd35a054fffb7f2,0.5|1,0.5|1,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|1,0.5|1,0.5|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|0,0.5|0,10
7a65f7f054238dc7296cae2a2ae6cc79fb4ce306,0.5|1,0.5|1,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|1,0.5|1,0.5|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|0,0.5|0,10
63e97ef2aed7257daf771b23166b4e20880e1a55,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,11
6f69e343db531191e2eef0118c4e0c15aeeaf88d,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,11
3e6987ebe628eb5bcdd54dc5d0372dcfb293eaa2,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,11
78565f9fc0ce8f0a2dd6f41c36777fffff077bec,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,11
b45da840082978f5d86c88728c447a75d425c4c7,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,11
83011ccf3c3c0d0632b88349db0b310c1ee168b9,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,11
cd1c66f3772e2052751a35aa35205957c735bd4d,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,11
fed7c2352af80b6d316894db0025ce244ee13af8,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,11
c70262435932dc84b7b4e9a1cd7b5911d34f4fe6,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,11
1379595c42ca9641dfcdc80c7f59139bc81c5e44,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,11
37ed10bfb3193fa9844e74fc894ae1d283b12797,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,11
16777c6aece92124f9254e54ae80eca6e199636e,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,11
86a21d79f1e3565d021ccca3f4f17fd63bd9f2ee,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,11
b8204e9e8adf707cc81bc2c00903ab43045298a7,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,11
e60a3317cbda08f3d04a085fb8497444596a439b,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,11
542824978efd9ca77ee042eb595fea06cac48133,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,11
15dd277bab0a61e458653a0f6e38697e824d29f7,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,11
ff9a60057e0085dd8ba2ceb2b43930f4abb3df8d,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,11
dca9746a9faabf872caebf9fa58b8ea1ebe355ee,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,11
faa69f3c85b765e50975c3ad4a072fe0aecf428f,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,11
4a8eafc30d78f34c1ec7822affa870a381d15e16,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,11
0f12da206191a7cbc981166681ad0f68b63219b6,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,11
b7b2810e617117c4420a5e1a4639515f2c45b26b,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,13
ab73418e29e000c54acb2a71d9f3bb57a779e792,0.5|1,0.5|1,0|0,0|0,0|0,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0.5|1,0|0,0|0,13
