commit id,OSV-2020-1046,OSV-2020-1720,OSV-2020-1836,OSV-2020-1844,OSV-2020-1848,OSV-2020-1860,OSV-2020-1981,OSV-2020-1990,OSV-2020-209,OSV-2020-2157,OSV-2020-2178,OSV-2020-2222,OSV-2020-2254,OSV-2020-2276,OSV-2020-366,OSV-2020-452,OSV-2020-525,OSV-2020-55,OSV-2020-693,OSV-2020-885,OSV-2020-969,OSV-2021-1017,OSV-2021-262,OSV-2021-474,OSV-2021-537,OSV-2021-538,OSV-2021-915,poc count
88e3c44f2257fd8971b1b77472d0feaca434a0c7,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0.5|1,0.5|0,0|0,0|0,0|0,0|0,0.5|0,2
2bab09ac03d630e2ab273628a5e340e0d207dd3c,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0.5|1,0.5|0,0|0,0|0,0|0,0|0,0.5|0,2
afe255c5b2d4b7b15fd9bdecc83ede89bdbc2b51,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0.5|1,0.5|0,0|0,0|0,0|0,0|0,0.5|0,2
642a3ee73411761c03a5480484be4d51b087f304,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0.5|1,0.5|0,0|0,0|0,0|0,0|0,0.5|0,2
dbe932152d1bdb1ad05e9152284d5231bef3d8ed,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0.5|1,0.5|0,0|0,0|0,0|0,0|0,0.5|0,2
366adbd546e6ccda8b9b6b57231f6ae488a26d08,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0.5|1,0.5|0,0|0,0|0,0|0,0|0,0.5|0,2
e91853bda866e7ce5628591bf4c3beb9e01f189c,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0.5|1,0.5|0,0|0,0|0,0|0,0|0,0.5|0,2
5fa633075d8c804300db6f479a8b730e0b51ecdb,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0.5|1,0.5|0,0|0,0|0,0|0,0|0,0.5|0,2
c99d62c04a4516350ec6ee4d088d520b8f50de56,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0.5|1,0.5|0,0|0,0|0,0|0,0|0,0.5|0,2
9f2c112ecb8c2b8dcb9ef847caea87acfd15aec4,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0.5|1,0.5|0,0|0,0|0,0|0,0|0,0.5|0,2
a450b3427efb57f03cb0c4d33d336b6ba6ce2d7c,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0.5|1,0.5|0,0|0,0|0,0|0,0|0,0.5|0,2
17d9d8450cdbae67f02bf64ba5e26f80c31113a3,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0.5|1,0.5|0,0|0,0|0,0|0,0|0,0.5|0,2
708cedbdad0da1d5e794589962564ca0363ab18e,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0.5|1,0.5|0,0|0,0|0,0|0,0|0,0.5|0,2
ee78b0b80514460936c585c3ff5fc477338ae371,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0.5|1,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
