commit id,OSV-2020-1046,OSV-2020-1720,OSV-2020-1836,OSV-2020-1844,OSV-2020-1848,OSV-2020-1860,OSV-2020-1981,OSV-2020-1990,OSV-2020-209,OSV-2020-2157,OSV-2020-2178,OSV-2020-2222,OSV-2020-2254,OSV-2020-2276,OSV-2020-366,OSV-2020-452,OSV-2020-525,OSV-2020-55,OSV-2020-693,OSV-2020-885,OSV-2020-969,OSV-2021-1017,OSV-2021-262,OSV-2021-474,OSV-2021-537,OSV-2021-538,OSV-2021-915,poc count
af42a93874132cbca201cb4fd2040498dc460285,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0.5|1,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
333c41c5d51450177553b8fd8cb2d710a7f7dec5,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,0
31169afb7252f58a2db2b365835f6166f9d4b6c9,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
cfd5519b981c1aeb8f150a13b0f116fb281c8782,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
4ad55997e049345880ebff170d9dcc756e2a30a0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
5dd9fcb25c5cd6cd89076b3d0405f09bbf14f602,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
c1fb5b130eb7e33a70a6e838868e5d37d211c948,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
f14043aad6ab66f46cb9dababaef74ebae91c3da,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
3af3d0eceed3898b45411bcbcbdb2e67e23fcaa9,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
31b8c7a4041e17df0f910647d327a19bd93e1dcb,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
4d2b860c7faf15827fdf80d75dbf526e02018092,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
fe44567d2b98226501f4010316c7113cac68a224,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
5e1bfe0accc3c21ede26dc639c52009ac6165536,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
2882c93ec1910ce6c7dac27be8c969ab1feb8c39,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
40c41cee0c71b9361bdea91c58bbda04a15a875a,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
3a3a465e6bdeb5c62d28553f9ceb31ad95d9ec27,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
f61d9b3b53aa97c3dad6f8d065c989786662878a,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|1,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,1
9db15089b80f0690b464bf0b413e979f84ec3804,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|1,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,1
48e323985727a95ed17dce26c4c58d85558c26e3,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|1,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,1
fdcc843e786a0a19e8bccfe769e5e94641e1c15e,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|1,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,1
2c9510af1e116cb1c53e36278736dc7a1f64deae,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|1,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,1
5017768e5b08ab0904ad15f1b92e86318c35d1f8,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|1,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,1
fe8f6297f08d55bedea22d0c54161dd1cb5b8a70,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|1,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,1
3537cbbc78fd780cc39f59cddb77cc99ee2d726f,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|1,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,1
bebb5be6e028eb43af2e328a784916b1661a0e3b,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|1,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,1
8e8c3735bcc2cd10554fa8b89492423d093bcae0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|1,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,1
8e6d2e251d803fd191b4b4f30c26a867361d8d81,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
b6b9a886f9785d11c50f7eec3f46633b181f87b8,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
19501715d7552585ceac8420fe88956967610576,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
7971bfded33794d35fe253b3f35ac5ad2af272bb,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
61af2c1d0ac1b0e78056bedf4b98ff9da7b35eb4,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
8d49e4a3054c6c43c2cdc3595a53a74daa1fc464,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
c1814571bd09440e09b7c32285367d580d65650a,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
611d1cea4c139c8f14088d3ac092c7d3ac648bca,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
127129995524728d49051c0f04161ede740adfe4,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
d3e9b55223fc310b8c7c9b081618440582ea833e,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
c449aa4430dd09cd993f9ecaa60720e0d7e64805,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
4faf517af41c7f75a4c5ed3ec6e05f0c8ade1152,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
89ed273e8136b5254ee2df8771c4cbdc3ca1599e,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
456900941892a3ff76cb68f4bf8fa01da39685fd,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
fefff2e46209079af26d9c34090f18217b8dcf51,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
aaa302ca3576607c7bf3b80730113b588da60d8d,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
71e45bb5a708262ed814d9e911ab831d6daf9643,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
1e2b0fe45f6ea1e90e18747d275a9e241e04d3f5,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
37c8c46623a3fb6a58e5cadb5f673252a69246d4,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
2c913155a25171af571c0c3ee4b0cc2430bab667,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
3af6d7999e387b8074a209aa9d44a0f29359c573,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
8ddfafe057fa4960fed5c427bea2c48d68e67655,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
e8af4fc1674cee7e3b7bfeee5a68644fd856cea5,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
9a6cf6af3eda2915d991dcacfc6e983cce014303,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
586f0a3e42084d3b7c94cea00aeff52babbc4da1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
90aaa9e08382801bf6a95e4683877247a3bfefb7,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
a4cd265e7c4704a1522b00c57e3e894afa4d55d4,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
b0d3a70b919ad4398a4b66415331027fb5fa19df,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
8fd5ffd54ed0211f97000eca023d8a8824b1e168,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
4fd34e28eaf13b0cd6d6dcbcb105be14bccb12e7,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
cae3b71d7567aef2eb61607cddab2902c2757473,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
900cf7aca9bee7d5b37063c9f13918860ff7b8d3,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
82ba7f311f3767a9ee26b1aa9430655cd05d279b,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
a1b5feea966795a9bd2937c4ee09472ba8e3480d,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
d1db793211623cc5602458413112129fce8379c5,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0.5|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,1
1742dfc04503111047db5ab45ca440ea747eb0d7,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0.5|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,1
23fcccecf40aaf98e52cdae265af250855fb1a68,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0.5|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,1
0fe341c34ee3e39fb0c8957e3ccfb9260ce268e8,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0.5|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,1
b52e6db3538f8ac836649e01cd7a79e7bb221cbb,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0.5|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,1
60e7b4902748ba1d8e1afffaa4948e829b6c22d8,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0.5|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,1
3b40018f4dab74e7d55112b258532fe9dbe027be,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0.5|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,1
c8e40a19db93a55ad8f8adb2ae470c5e68cf70aa,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0.5|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,1
1ed9c7483d7c1fa6280961b6be0d8c910990d206,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0.5|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,1
a46b24bacd54b38e809104bf52c01948e2ce4934,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
a40cde2d049a89e77f7e756d1d7e9594cd70e1d1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
5da40bf027b2e91063bd012580bde7dd5e375ddd,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
94288b438e8b741aa944290774a32468f361a27a,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
30fdc7de4ac2778dfe75fa05a3b6649961411d69,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
a10368769c6457702e8e713c8da9d08d149c3936,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
5514a0529f21a2fcd21f24ee9bd51ac7936789de,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
04f4f589a18c12ef775d10e3e1da758d17058f8d,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
58ecb4aba2206b904ebb079b7d8c3ef5a424e49b,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
a0adbc9ef2ab006365f4a746929ff001b767da6f,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
6b295e4207d9cb7972202d33e00da35e0bd7c685,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
5c555466858e407a8cc5f0da1d83407cf2f5ad00,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0.5|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,1
ee1c8073c2ecd0d7644d64ef3f2a2be4b5752c6e,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0.5|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,1
b7690a45d790caf10913666617966f13d6c32709,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
889815629b42f9abf0f0182bb8d2667cedf5ece0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0.5|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,1
a487e9595e0030c1775e324b2a1bbba5f982bfe2,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0.5|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,1
4ef7ed9ffd2acacfc5026db4fb984a1386a07bdb,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0.5|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,1
61c20cf83dfce5a7e2f0d5ec78dc976de74855f1,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0.5|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,1
0ae344194983200776fd0710ebbd1555b570c14c,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0|0,0|0,0|0,0|0,0.5|0,1
713396116d5629929c77f6a4b6f1ecbf80188d49,0|0,0|0,0|0,0|0,0.5|0,0|0,0|0,0.5|0,0.5|1,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0|0,0.5|0,0|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,0.5|0,1
